,id,Age,Sex,Education,Work,EmploymentStatus,Income,Living,State,Religion,ReligiousCaste,PoliticalAffiliation,Vote,trust,V4,prompt,completion,matched,check_manually,completion.1,matched.1,check_manually.1,X.1,completion.2,matched.2,check_manually.2,resampled,id_sampleno,match_vote_outcome,vote_gpt
849,1043,68,male,no education,currently,in domestic work,4500,country village,Uttar Pradesh,Muslim,Sunni,Right / conservative,BJP,little trust,3,"I am 68 and I am a male. I have a no education. I am in domestic work. My personal income is about 4500. I am a Muslim. I live in a country village in Uttar Pradesh. Ideologically, I am leaning Right / conservative. I identify with BJP. I have little trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]",likely voted for BJP.,BJP,0,NA,NA,NA,NA,NA,NA,NA,NA,1043_,TRUE,BJP
850,1044,73,female,no education,currently,in paid work,4500,country village,Uttar Pradesh,Hindu,SC (Scheduled Caste/ Dalits),Right / conservative,BJP,moderate trust,2,"I am 73 and I am a female. I have a no education. I am in paid work. My personal income is about 4500. I am a Hindu. I live in a country village in Uttar Pradesh. Ideologically, I am leaning Right / conservative. I identify with BJP. I have moderate trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]","Yes, BJP.",BJP,0,NA,NA,NA,NA,NA,NA,NA,NA,1044_,TRUE,BJP
851,1045,42,male,lower secondary education,currently,in domestic work,8000,country village,Uttar Pradesh,Hindu,SC (Scheduled Caste/ Dalits),Right / conservative,BJP,moderate trust,3,"I am 42 and I am a male. I have a lower secondary education. I am in domestic work. My personal income is about 8000. I am a Hindu. I live in a country village in Uttar Pradesh. Ideologically, I am leaning Right / conservative. I identify with BJP. I have moderate trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]","Yes, BJP.",BJP,0,NA,NA,NA,NA,NA,NA,NA,NA,1045_,TRUE,BJP
852,1046,38,male,primary education,currently,in domestic work,4500,country village,Uttar Pradesh,Hindu,SC (Scheduled Caste/ Dalits),Right / conservative,BJP,trust,4,"I am 38 and I am a male. I have a primary education. I am in domestic work. My personal income is about 4500. I am a Hindu. I live in a country village in Uttar Pradesh. Ideologically, I am leaning Right / conservative. I identify with BJP. I have trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]","Yes, BJP.",BJP,0,NA,NA,NA,NA,NA,NA,NA,NA,1046_,TRUE,BJP
853,1047,34,male,no education,currently,in domestic work,4500,country village,Uttar Pradesh,Hindu,SC (Scheduled Caste/ Dalits),Right / conservative,BJP,moderate trust,3,"I am 34 and I am a male. I have a no education. I am in domestic work. My personal income is about 4500. I am a Hindu. I live in a country village in Uttar Pradesh. Ideologically, I am leaning Right / conservative. I identify with BJP. I have moderate trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]","Yes, BJP.",BJP,0,NA,NA,NA,NA,NA,NA,NA,NA,1047_,TRUE,BJP
854,1048,33,male,primary education,currently,in paid work,4500,country village,Uttar Pradesh,Hindu,UCH (Upper Caste Hindus),Right / conservative,BJP,moderate trust,3,"I am 33 and I am a male. I have a primary education. I am in paid work. My personal income is about 4500. I am a Hindu. I live in a country village in Uttar Pradesh. Ideologically, I am leaning Right / conservative. I identify with BJP. I have moderate trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]","Yes, BJP.",BJP,0,NA,NA,NA,NA,NA,NA,NA,NA,1048_,TRUE,BJP
855,1049,31,female,primary education,currently,in paid work,4500,country village,Uttar Pradesh,Hindu,OBC (Other Backward Classes),Right / conservative,BJP,moderate trust,2,"I am 31 and I am a female. I have a primary education. I am in paid work. My personal income is about 4500. I am a Hindu. I live in a country village in Uttar Pradesh. Ideologically, I am leaning Right / conservative. I identify with BJP. I have moderate trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]",I predict you voted for BJP.,BJP,0,NA,NA,NA,NA,NA,NA,NA,NA,1049_,TRUE,BJP
856,1050,73,male,primary education,formerly,in domestic work,4500,country village,Uttar Pradesh,Hindu,SC (Scheduled Caste/ Dalits),Right / conservative,BJP,trust,2,"I am 73 and I am a male. I have a primary education. I am in domestic work. My personal income is about 4500. I am a Hindu. I live in a country village in Uttar Pradesh. Ideologically, I am leaning Right / conservative. I identify with BJP. I have trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]","Yes, BJP.",BJP,0,NA,NA,NA,NA,NA,NA,NA,NA,1050_,TRUE,BJP
857,1051,38,male,primary education,currently,in paid work,15000,country village,Uttar Pradesh,Hindu,OBC (Other Backward Classes),Right / conservative,BJP,moderate trust,2,"I am 38 and I am a male. I have a primary education. I am in paid work. My personal income is about 15000. I am a Hindu. I live in a country village in Uttar Pradesh. Ideologically, I am leaning Right / conservative. I identify with BJP. I have moderate trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]","Yes, BJP.",BJP,0,NA,NA,NA,NA,NA,NA,NA,NA,1051_,TRUE,BJP
858,1052,21,male,primary education,never,in education,4500,country village,Uttar Pradesh,Hindu,OBC (Other Backward Classes),Center / liberal,Third Front,trust,2,"I am 21 and I am a male. I have a primary education. I am in education. My personal income is about 4500. I am a Hindu. I live in a country village in Uttar Pradesh. Ideologically, I am leaning Center / liberal. I identify with Third Front. I have trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]","Yes, likely voted for a Third Front party.",Third Front,0,NA,NA,NA,NA,NA,NA,NA,NA,1052_,TRUE,Third Front
859,1053,39,female,upper secondary education,currently,in paid work,8000,country village,Uttar Pradesh,Hindu,OBC (Other Backward Classes),Right / conservative,BJP,moderate trust,2,"I am 39 and I am a female. I have a upper secondary education. I am in paid work. My personal income is about 8000. I am a Hindu. I live in a country village in Uttar Pradesh. Ideologically, I am leaning Right / conservative. I identify with BJP. I have moderate trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]",I voted for BJP.,BJP,0,NA,NA,NA,NA,NA,NA,NA,NA,1053_,TRUE,BJP
860,1054,33,male,lower secondary education,currently,in paid work,4500,country village,Uttar Pradesh,Muslim,Sunni,Center / liberal,Regional Party,trust,1,"I am 33 and I am a male. I have a lower secondary education. I am in paid work. My personal income is about 4500. I am a Muslim. I live in a country village in Uttar Pradesh. Ideologically, I am leaning Center / liberal. I identify with Regional Party. I have trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]",I predict you voted for a Regional Party.,Regional Party,0,NA,NA,NA,NA,NA,NA,NA,NA,1054_,TRUE,Unknown
861,1055,24,male,bachelor,never,in education,4500,country village,Uttar Pradesh,Hindu,SC (Scheduled Caste/ Dalits),Right / conservative,BJP,trust,2,"I am 24 and I am a male. I have a bachelor. I am in education. My personal income is about 4500. I am a Hindu. I live in a country village in Uttar Pradesh. Ideologically, I am leaning Right / conservative. I identify with BJP. I have trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]",I voted for BJP.,BJP,0,NA,NA,NA,NA,NA,NA,NA,NA,1055_,TRUE,BJP
862,1056,35,female,primary education,currently,in paid work,15000,country village,Uttar Pradesh,Hindu,UCH (Upper Caste Hindus),Right / conservative,BJP,moderate trust,3,"I am 35 and I am a female. I have a primary education. I am in paid work. My personal income is about 15000. I am a Hindu. I live in a country village in Uttar Pradesh. Ideologically, I am leaning Right / conservative. I identify with BJP. I have moderate trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]","Yes, BJP.",BJP,0,NA,NA,NA,NA,NA,NA,NA,NA,1056_,TRUE,BJP
