id,completion,matched,check_manually,Age,Sex,Education,Work,EmploymentStatus,Income,Living,State,Religion,ReligiousCaste,PoliticalAffiliation,Vote,trust,V4,V10,Selfplacement,Weight,prompt
1077,"Yes, BJP",BJP,0,28,female,lower secondary education,never,in education,15000,country village,Uttar Pradesh,Hindu,SC (Scheduled Caste/ Dalits),Right / conservative,BJP,moderate trust,1,4,7,0.41,"I am 28 and I am a female. I have a lower secondary education. I am in education. My personal income is about 15000. I am a Hindu. I live in a country village in Uttar Pradesh. Ideologically, I am leaning Right / conservative. I identify with BJP. I have moderate trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]"
1078,"Yes, BJP.",BJP,0,26,male,lower secondary education,currently,in paid work,4500,country village,Uttar Pradesh,Hindu,SC (Scheduled Caste/ Dalits),Right / conservative,BJP,trust,1,5,6,0.32,"I am 26 and I am a male. I have a lower secondary education. I am in paid work. My personal income is about 4500. I am a Hindu. I live in a country village in Uttar Pradesh. Ideologically, I am leaning Right / conservative. I identify with BJP. I have trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]"
1079,I voted for BJP.,BJP,0,57,female,bachelor,currently,in paid work,35000,country village,Uttar Pradesh,Hindu,UCH (Upper Caste Hindus),Right / conservative,BJP,trust,1,5,8,0.59,"I am 57 and I am a female. I have a bachelor. I am in paid work. My personal income is about 35000. I am a Hindu. I live in a country village in Uttar Pradesh. Ideologically, I am leaning Right / conservative. I identify with BJP. I have trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]"
1080,"Based on your profile, it is likely that you",NA,1,36,male,primary education,currently,in paid work,35000,country village,Uttar Pradesh,Muslim,Shiya,Right / conservative,BJP,moderate trust,2,4,7,1.57,"I am 36 and I am a male. I have a primary education. I am in paid work. My personal income is about 35000. I am a Muslim. I live in a country village in Uttar Pradesh. Ideologically, I am leaning Right / conservative. I identify with BJP. I have moderate trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]"
1081,I cannot predict individual behaviors or actions.,cannot,1,55,male,lower secondary education,currently,in paid work,1500,country village,Uttar Pradesh,Hindu,UCH (Upper Caste Hindus),Center / liberal,Third Front,little trust,2,3,6,0.41,"I am 55 and I am a male. I have a lower secondary education. I am in paid work. My personal income is about 1500. I am a Hindu. I live in a country village in Uttar Pradesh. Ideologically, I am leaning Center / liberal. I identify with Third Front. I have little trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]"
1082,I cannot provide real-time or future actions or decisions,cannot,1,21,female,upper secondary education,never,in domestic work,15000,country village,Uttar Pradesh,Hindu,UCH (Upper Caste Hindus),Center / liberal,Third Front,moderate trust,2,1,5,1.53,"I am 21 and I am a female. I have a upper secondary education. I am in domestic work. My personal income is about 15000. I am a Hindu. I live in a country village in Uttar Pradesh. Ideologically, I am leaning Center / liberal. I identify with Third Front. I have moderate trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]"
1083,"Yes, likely voted for the Communist Party of India",Communist Party,0,60,male,bachelor,currently,in paid work,35000,country village,Uttar Pradesh,Hindu,UCH (Upper Caste Hindus),"Far left (communist, etc.)",Left front Parties/Communist Party,little trust,2,5,7,0.63,"I am 60 and I am a male. I have a bachelor. I am in paid work. My personal income is about 35000. I am a Hindu. I live in a country village in Uttar Pradesh. Ideologically, I am leaning Far left (communist, etc.). I identify with Left front Parties/Communist Party. I have little trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]"
1084,I predict you voted for the Left Front/Comm,Left,0,33,male,bachelor,currently,in paid work,4500,country village,Uttar Pradesh,Hindu,UCH (Upper Caste Hindus),"Far left (communist, etc.)",Left front Parties/Communist Party,moderate trust,2,3,5,0.81,"I am 33 and I am a male. I have a bachelor. I am in paid work. My personal income is about 4500. I am a Hindu. I live in a country village in Uttar Pradesh. Ideologically, I am leaning Far left (communist, etc.). I identify with Left front Parties/Communist Party. I have moderate trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]"
1085,"Yes, possibly Third Front or a similar non-main",Third Front,0,36,male,upper secondary education,formerly,unemployed and looking for a job,8000,country village,Uttar Pradesh,Hindu,OBC (Other Backward Classes),Center / liberal,Third Front,moderate trust,1,1,4,0.27,"I am 36 and I am a male. I have a upper secondary education. I am unemployed and looking for a job. My personal income is about 8000. I am a Hindu. I live in a country village in Uttar Pradesh. Ideologically, I am leaning Center / liberal. I identify with Third Front. I have moderate trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]"
1086,I voted for the Left Front/Communist Party,Left Communist Party,0,48,female,bachelor,never,in domestic work,15000,country village,Uttar Pradesh,Hindu,OBC (Other Backward Classes),"Far left (communist, etc.)",Left front Parties/Communist Party,moderate trust,1,1,4,0.48,"I am 48 and I am a female. I have a bachelor. I am in domestic work. My personal income is about 15000. I am a Hindu. I live in a country village in Uttar Pradesh. Ideologically, I am leaning Far left (communist, etc.). I identify with Left front Parties/Communist Party. I have moderate trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]"
1087,I voted for a Third Front party.,Third Front,0,51,female,lower secondary education,never,in domestic work,15000,country village,Uttar Pradesh,Hindu,OBC (Other Backward Classes),Center / liberal,Third Front,moderate trust,2,1,5,0.32,"I am 51 and I am a female. I have a lower secondary education. I am in domestic work. My personal income is about 15000. I am a Hindu. I live in a country village in Uttar Pradesh. Ideologically, I am leaning Center / liberal. I identify with Third Front. I have moderate trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]"
