"","id","completion","matched","check_manually","Age","Sex","Education","Work","EmploymentStatus","Income","Living","State","Religion","ReligiousCaste","PoliticalAffiliation","Vote","trust","V4","V10","Selfplacement","Weight","prompt","id_sampleno","X","completion.1","matched.1","check_manually.1","X.1","completion.2","matched.2","check_manually.2","resampled"
"924",1010,"Yes, likely voted for a Third Front party.","Third Front",0,68,"female","upper secondary education","never","Other",35000,"country village","Uttar Pradesh","Hindu","OBC (Other Backward Classes)","Center / liberal","Third Front","moderate trust",2,1,5,0.29,"I am 68 and I am a female. I have a upper secondary education. I am Other. My personal income is about 35000. I am a Hindu. I live in a country village in Uttar Pradesh. Ideologically, I am leaning Center / liberal. I identify with Third Front. I have moderate trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]","1010_",NA,NA,NA,NA,NA,NA,NA,NA,NA
"925",1011,"I cannot predict past actions or personal decisions.","cannot",1,27,"female","upper secondary education","currently","in paid work",4500,"country village","Uttar Pradesh","Hindu","OBC (Other Backward Classes)","Center / liberal","Third Front","moderate trust",2,1,3,0.37,"I am 27 and I am a female. I have a upper secondary education. I am in paid work. My personal income is about 4500. I am a Hindu. I live in a country village in Uttar Pradesh. Ideologically, I am leaning Center / liberal. I identify with Third Front. I have moderate trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]","1011_",108,"I cannot predict individual actions or voting behavior.","cannot",1,108,"I cannot predict or assume the actions of individuals,","cannot",1,1
"926",1011,"I cannot predict past actions or personal decisions.","cannot",1,27,"female","upper secondary education","currently","in paid work",4500,"country village","Uttar Pradesh","Hindu","OBC (Other Backward Classes)","Center / liberal","Third Front","moderate trust",2,1,3,0.37,"I am 27 and I am a female. I have a upper secondary education. I am in paid work. My personal income is about 4500. I am a Hindu. I live in a country village in Uttar Pradesh. Ideologically, I am leaning Center / liberal. I identify with Third Front. I have moderate trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]","1011_",198,"I cannot predict individual actions or voting behavior.","cannot",1,NA,NA,NA,NA,NA
"927",1012,"I cannot predict past actions or personal choices.","cannot",1,26,"female","upper secondary education","currently","in paid work",4500,"country village","Uttar Pradesh","Hindu","OBC (Other Backward Classes)","Center / liberal","Third Front","little trust",2,5,5,0.37,"I am 26 and I am a female. I have a upper secondary education. I am in paid work. My personal income is about 4500. I am a Hindu. I live in a country village in Uttar Pradesh. Ideologically, I am leaning Center / liberal. I identify with Third Front. I have little trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]","1012_",109,"I cannot predict or assume personal actions or decisions,","cannot",1,109,"I cannot predict or assume the behavior of individuals,","cannot",1,1
"928",1012,"I cannot predict past actions or personal choices.","cannot",1,26,"female","upper secondary education","currently","in paid work",4500,"country village","Uttar Pradesh","Hindu","OBC (Other Backward Classes)","Center / liberal","Third Front","little trust",2,5,5,0.37,"I am 26 and I am a female. I have a upper secondary education. I am in paid work. My personal income is about 4500. I am a Hindu. I live in a country village in Uttar Pradesh. Ideologically, I am leaning Center / liberal. I identify with Third Front. I have little trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]","1012_",199,"I cannot predict or assume personal actions or decisions,","cannot",1,NA,NA,NA,NA,NA
"929",1013,"Yes, BJP.","BJP",0,25,"male","bachelor","never","in education",4500,"country village","Uttar Pradesh","Hindu","OBC (Other Backward Classes)","Right / conservative","BJP","little trust",2,5,4,1.32,"I am 25 and I am a male. I have a bachelor. I am in education. My personal income is about 4500. I am a Hindu. I live in a country village in Uttar Pradesh. Ideologically, I am leaning Right / conservative. I identify with BJP. I have little trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]","1013_",NA,NA,NA,NA,NA,NA,NA,NA,NA
"930",1014,"Yes, Congress.","Congress",0,35,"female","upper secondary education","currently","in paid work",4500,"country village","Uttar Pradesh","Hindu","UCH (Upper Caste Hindus)","Left / center left","Congress","moderate trust",2,1,4,0.34,"I am 35 and I am a female. I have a upper secondary education. I am in paid work. My personal income is about 4500. I am a Hindu. I live in a country village in Uttar Pradesh. Ideologically, I am leaning Left / center left. I identify with Congress. I have moderate trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]","1014_",NA,NA,NA,NA,NA,NA,NA,NA,NA
"931",1015,"I probably voted for BJP.","BJP",0,29,"female","upper secondary education","currently","in paid work",4500,"country village","Uttar Pradesh","Hindu","UCH (Upper Caste Hindus)","Right / conservative","BJP","moderate trust",1,1,4,0.5,"I am 29 and I am a female. I have a upper secondary education. I am in paid work. My personal income is about 4500. I am a Hindu. I live in a country village in Uttar Pradesh. Ideologically, I am leaning Right / conservative. I identify with BJP. I have moderate trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]","1015_",NA,NA,NA,NA,NA,NA,NA,NA,NA
"932",1016,"I likely voted for BJP.","BJP",0,26,"female","lower secondary education","never","apprentice",4500,"country village","Uttar Pradesh","Hindu","SC (Scheduled Caste/ Dalits)","Right / conservative","BJP","moderate trust",1,3,4,0.3,"I am 26 and I am a female. I have a lower secondary education. I am apprentice. My personal income is about 4500. I am a Hindu. I live in a country village in Uttar Pradesh. Ideologically, I am leaning Right / conservative. I identify with BJP. I have moderate trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]","1016_",NA,NA,NA,NA,NA,NA,NA,NA,NA
"933",1017,"likely voted for BJP.","BJP",0,28,"male","lower secondary education","currently","in paid work",8000,"country village","Uttar Pradesh","Hindu","UCH (Upper Caste Hindus)","Right / conservative","BJP","moderate trust",1,1,3,0.54,"I am 28 and I am a male. I have a lower secondary education. I am in paid work. My personal income is about 8000. I am a Hindu. I live in a country village in Uttar Pradesh. Ideologically, I am leaning Right / conservative. I identify with BJP. I have moderate trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]","1017_",NA,NA,NA,NA,NA,NA,NA,NA,NA
"934",1018,"I cannot predict or assume your personal actions or preferences","cannot",1,45,"male","bachelor","formerly","unemployed and looking for a job",1500,"country village","Uttar Pradesh","Hindu","SC (Scheduled Caste/ Dalits)","Center / liberal","Regional Party","moderate trust",2,1,3,0.3,"I am 45 and I am a male. I have a bachelor. I am unemployed and looking for a job. My personal income is about 1500. I am a Hindu. I live in a country village in Uttar Pradesh. Ideologically, I am leaning Center / liberal. I identify with Regional Party. I have moderate trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]","1018_",110,"I cannot access or predict past actions or thoughts of","cannot",1,110,"I cannot provide the service you're asking for.","cannot",1,1
